Segment Number,Wavenumber (cm-1),Wavenumber + Noise (cm-1),Alpha (ppm/cm),Alpha + Noise (ppm/cm),Pressure (Torr),Temperature (C)
0,13155.0,13155.000033737142,5.106282044117079e-06,1.3200969436532176e-05,60.0,25.0
0,13155.005,13155.005030105347,6.143768156890916e-06,-1.413094077108154e-07,60.0,25.0
0,13155.009999999998,13155.01001910302,7.721801143400586e-06,5.2496807952472606e-05,60.0,25.0
0,13155.014999999998,13155.015028357577,1.0345052016017367e-05,-4.786382993087893e-06,60.0,25.0
0,13155.019999999997,13155.020040910378,1.508077764440746e-05,-1.713112027341264e-05,60.0,25.0
0,13155.024999999996,13155.024998292987,2.4004793153822266e-05,3.7438630555831917e-07,60.0,25.0
0,13155.029999999995,13155.029967141765,4.0512339366108465e-05,-5.468140058847549e-05,60.0,25.0
0,13155.034999999994,13155.034981944584,6.865946399990581e-05,1.6615492407942548e-05,60.0,25.0
0,13155.039999999994,13155.039971346092,0.00011050538558351729,6.987447551814191e-05,60.0,25.0
0,13155.044999999993,13155.04488448846,0.00016186039038658468,0.00012305461117714827,60.0,25.0
0,13155.049999999992,13155.049989228306,0.00020992126061482772,0.00013063622002886275,60.0,25.0
0,13155.054999999991,13155.054972019088,0.00023737636535663695,0.0002780753343039915,60.0,25.0
0,13155.05999999999,13155.060002483946,0.0002325605431343568,0.00018334853383499287,60.0,25.0
0,13155.06499999999,13155.06505499049,0.00019768676325201295,0.0001294357597996835,60.0,25.0
0,13155.069999999989,13155.069893467271,0.00014722310048797047,0.00020606681453600356,60.0,25.0
0,13155.074999999988,13155.074998008266,9.804141222558401e-05,0.0001338617085438486,60.0,25.0
0,13155.079999999987,13155.079974444334,6.0494558209107844e-05,5.288190832204013e-05,60.0,25.0
0,13155.084999999986,13155.085008507176,3.6515656442880704e-05,0.00010665016730537582,60.0,25.0
0,13155.089999999986,13155.08990617195,2.305906239633068e-05,3.329983372231573e-05,60.0,25.0
0,13155.094999999985,13155.095049296446,1.6098692008529304e-05,5.062091237890686e-05,60.0,25.0
0,13155.099999999984,13155.10001216212,1.2633778316216306e-05,7.315264850112703e-05,60.0,25.0
0,13155.104999999983,13155.10489692427,1.0934325082220084e-05,4.0139943333857714e-05,60.0,25.0
0,13155.109999999982,13155.109978543733,1.0179329519349805e-05,-3.561848802057163e-06,60.0,25.0
0,13155.114999999982,13155.115002747782,9.9744304541029e-06,4.403605502538665e-06,60.0,25.0
0,13155.11999999998,13155.120023975893,1.015595522980129e-05,-4.964977902418712e-05,60.0,25.0
0,13155.12499999998,13155.125005548523,1.0664585518377315e-05,2.671562695378344e-05,60.0,25.0
0,13155.12999999998,13155.129922649267,1.1499432338449622e-05,6.312273948664624e-05,60.0,25.0
0,13155.134999999978,13155.134955862508,1.270461911498995e-05,1.0505486375575833e-05,60.0,25.0
0,13155.139999999978,13155.13998008615,1.4374456742146594e-05,-2.26696755890461e-05,60.0,25.0
0,13155.144999999977,13155.145032623957,1.6677425803532976e-05,6.032461353737366e-05,60.0,25.0
0,13155.149999999976,13155.150029887855,1.9913642785170492e-05,-9.780695715363202e-05,60.0,25.0
0,13155.154999999975,13155.154996458734,2.4648842184812833e-05,2.243253208687516e-05,60.0,25.0
0,13155.159999999974,13155.159921476898,3.203281031842919e-05,-3.95606117427187e-05,60.0,25.0
0,13155.164999999974,13155.16504248182,4.453364602374646e-05,5.510574202980485e-06,60.0,25.0
0,13155.169999999973,13155.169917105435,6.743848099484267e-05,4.3460464269580246e-05,60.0,25.0
0,13155.174999999972,13155.175024358594,0.00011120850737665439,0.00012443725058819494,60.0,25.0
0,13155.179999999971,13155.179991414496,0.00019329284006219422,0.00029845731977794617,60.0,25.0
0,13155.18499999997,13155.185068800403,0.00033500377768846213,0.0003630769195902004,60.0,25.0
0,13155.18999999997,13155.190003656224,0.0005476936144008193,0.0005778694905393379,60.0,25.0
0,13155.194999999969,13155.195004418923,0.0008099575935421667,0.0008573707911541116,60.0,25.0
0,13155.199999999968,13155.199936473253,0.0010546154543641416,0.0010750506671039935,60.0,25.0
0,13155.204999999967,13155.204927559287,0.001190779228913035,0.0012012397306841907,60.0,25.0
0,13155.209999999966,13155.209999701005,0.0011586001778778508,0.0011580173466977917,60.0,25.0
0,13155.214999999966,13155.215019069408,0.0009728182732495287,0.0009876677543899039,60.0,25.0
0,13155.219999999965,13155.220030469933,0.0007114103385265355,0.0007343710507601269,60.0,25.0
0,13155.224999999964,13155.225008703392,0.00046181684065842404,0.00046717841854792424,60.0,25.0
0,13155.229999999963,13155.230011583237,0.0002747812556692008,0.00030753499964427316,60.0,25.0
0,13155.234999999962,13155.235009475467,0.00015710038446106509,0.00019015291771328253,60.0,25.0
0,13155.239999999962,13155.239949592442,9.139683151294734e-05,4.2172446630979314e-07,60.0,25.0
0,13155.24499999996,13155.245191680355,5.6826548961698596e-05,3.219275001098883e-05,60.0,25.0
0,13155.24999999996,13155.250009234722,3.852520759665723e-05,7.321118183789076e-05,60.0,25.0
0,13155.25499999996,13155.254969619087,2.8219795371161987e-05,0.0001360170234621223,60.0,25.0
0,13155.259999999958,13155.260035545773,2.18860909064936e-05,5.213976726103334e-05,60.0,25.0
0,13155.264999999958,13155.265002535478,1.7659626596185215e-05,6.648967722093784e-05,60.0,25.0
0,13155.269999999957,13155.270074396818,1.4655012039569843e-05,1.170813518906223e-05,60.0,25.0
0,13155.274999999956,13155.274995815511,1.2419700333816873e-05,-7.593323696963727e-06,60.0,25.0
0,13155.279999999955,13155.27999223343,1.0700963667911061e-05,8.13579380379611e-05,60.0,25.0
0,13155.284999999954,13155.285017626926,9.346081223825182e-06,2.4368538885094833e-05,60.0,25.0
0,13155.289999999954,13155.2900457099,8.256624016703717e-06,-5.612400882520937e-05,60.0,25.0
0,13155.294999999953,13155.294992902884,7.367043939050456e-06,3.989578118040499e-05,60.0,25.0
0,13155.299999999952,13155.299877306401,6.630877085663403e-06,7.664912412746847e-05,60.0,25.0
0,13155.304999999951,13155.305085798096,6.0151502525590426e-06,1.753530671855855e-05,60.0,25.0
0,13155.30999999995,13155.309977007835,5.495033832840944e-06,9.466259002377666e-05,60.0,25.0
0,13155.31499999995,13155.314876125904,5.052382641817143e-06,1.0291064274708372e-05,60.0,25.0
0,13155.319999999949,13155.320072618177,4.673192814333878e-06,-2.099402187788894e-05,60.0,25.0
0,13155.324999999948,13155.324985867323,4.346614690259986e-06,2.054439806627686e-05,60.0,25.0
0,13155.329999999947,13155.329973306672,4.064136940503556e-06,-4.8776919822763504e-05,60.0,25.0
0,13155.334999999946,13155.335039824755,3.819011000950837e-06,8.933758895232459e-05,60.0,25.0
0,13155.339999999946,13155.340005906388,3.6058376303539333e-06,1.4262542814902037e-06,60.0,25.0
0,13155.344999999945,13155.344998049231,3.4202652463792734e-06,-2.576835554667316e-05,60.0,25.0
0,13155.349999999944,13155.349931611085,3.2587668530803283e-06,5.9623123800979486e-05,60.0,25.0
0,13155.354999999943,13155.355102037902,3.118473236371234e-06,-1.57180738281853e-05,60.0,25.0
0,13155.359999999942,13155.36000898657,2.997047148574716e-06,3.9964113481982355e-05,60.0,25.0
0,13155.364999999942,13155.365016967442,2.8925878735822424e-06,-4.980940114059346e-05,60.0,25.0
0,13155.36999999994,13155.369952209228,2.803558727758661e-06,4.10396096547883e-06,60.0,25.0
0,13155.37499999994,13155.374943377437,2.7287322428659443e-06,5.159692368080703e-07,60.0,25.0
0,13155.37999999994,13155.379981457883,2.6671493342448716e-06,1.676947680086447e-05,60.0,25.0
0,13155.384999999938,13155.384999277167,2.6180899009288527e-06,3.9007792901373723e-05,60.0,25.0
0,13155.389999999938,13155.389968179019,2.5820661057457833e-06,-2.622823703810709e-05,60.0,25.0
0,13155.394999999937,13155.394976251071,2.5568581098645877e-06,4.869210620844843e-05,60.0,25.0
0,13155.399999999936,13155.399990440295,2.5433068185954432e-06,-4.530415315145948e-05,60.0,25.0
0,13155.404999999935,13155.405039757234,2.540068946589164e-06,6.199371452934695e-05,60.0,25.0
0,13155.409999999934,13155.410042648633,2.550465724915647e-06,-4.927730905107189e-05,60.0,25.0
0,13155.414999999934,13155.414974451929,2.5736228151317086e-06,6.348090272588425e-05,60.0,25.0
0,13155.419999999933,13155.419921579549,2.610460428494921e-06,5.603566890098817e-05,60.0,25.0
0,13155.424999999932,13155.42498897431,2.6622679342599386e-06,-5.850279173222352e-06,60.0,25.0
0,13155.429999999931,13155.429994970353,2.7308000092702676e-06,6.266549420965199e-05,60.0,25.0
0,13155.43499999993,13155.434973528569,2.817011150983307e-06,-3.725023278262569e-05,60.0,25.0
0,13155.43999999993,13155.439969264728,2.927008326474736e-06,-3.717111282095731e-06,60.0,25.0
0,13155.444999999929,13155.445045156495,3.0635564641042996e-06,8.102538622096728e-05,60.0,25.0
0,13155.449999999928,13155.449987699061,3.2325821684023964e-06,-4.8415985604020215e-05,60.0,25.0
0,13155.454999999927,13155.45492847221,3.442430790505742e-06,6.610831545357365e-05,60.0,25.0
0,13155.459999999926,13155.460015993704,3.7052277391955495e-06,-1.6258468258044696e-06,60.0,25.0
0,13155.464999999926,13155.4650580776,4.039356486950671e-06,-8.768414562037354e-05,60.0,25.0
0,13155.469999999925,13155.470039076446,4.474343889023505e-06,5.573605814555055e-05,60.0,25.0
0,13155.474999999924,13155.474971878717,3.49620809650724e-05,1.8738344838541713e-05,60.0,25.0
0,13155.479999999923,13155.480022740121,3.6169762080418816e-05,8.1115356207931e-05,60.0,25.0
0,13155.484999999922,13155.48499448078,3.783327492624683e-05,6.680894482748219e-05,60.0,25.0
0,13155.489999999922,13155.490084277239,4.038175460859715e-05,8.178472852935043e-05,60.0,25.0
0,13155.49499999992,13155.494946352546,4.471269899751063e-05,0.00010229628890606002,60.0,25.0
0,13155.49999999992,13155.500105027275,5.251276070728362e-05,6.57909201950313e-05,60.0,25.0
0,13155.50499999992,13155.505042957038,6.636626407813608e-05,0.00017311512706553843,60.0,25.0
0,13155.509999999918,13155.509945204902,8.897031303775777e-05,0.00010241706897295111,60.0,25.0
0,13155.514999999918,13155.51509651531,0.0001208640712327601,0.00016321668449716052,60.0,25.0
0,13155.519999999917,13155.519953525341,0.00015749763733157067,0.00016462896519505197,60.0,25.0
0,13155.524999999916,13155.52502667984,0.00018859512534708667,0.00012055289806676728,60.0,25.0
0,13155.529999999915,13155.529944668424,0.0002024914340368049,0.00021998193943718072,60.0,25.0
0,13155.534999999914,13155.535097323636,0.00019354016030344843,0.0001674483336873122,60.0,25.0
0,13155.539999999914,13155.540015495273,0.00016622863748206449,0.00022514944495906976,60.0,25.0
0,13155.544999999913,13155.545053368205,0.0001319353579060255,6.809907080950202e-05,60.0,25.0
0,13155.549999999912,13155.549983364266,0.00010156764453262866,0.00011051575658863843,60.0,25.0
0,13155.554999999911,13155.555074633234,8.061363754514195e-05,7.228333971063572e-05,60.0,25.0
0,13155.55999999991,13155.559875818488,6.927456040214286e-05,0.00013047995065910392,60.0,25.0
0,13155.56499999991,13155.564948837982,6.540442972402978e-05,7.393948364653009e-05,60.0,25.0
0,13155.569999999909,13155.5701288647,6.72071761068439e-05,9.26294018300892e-05,60.0,25.0
0,13155.574999999908,13155.574965476746,7.476248755576796e-05,5.5434233033519495e-06,60.0,25.0
0,13155.579999999907,13155.580007989343,9.112717303325073e-05,0.00010325715968135637,60.0,25.0
0,13155.584999999906,13155.584936182193,0.00012372724624799751,0.00017211625600264683,60.0,25.0
0,13155.589999999906,13155.589994963264,0.00018519709942747204,0.00020270126726917327,60.0,25.0
0,13155.594999999905,13155.59500956889,0.0002902531104154271,0.000382631836038523,60.0,25.0
0,13155.599999999904,13155.599911800338,0.00044488625159243815,0.00047653013362955476,60.0,25.0
0,13155.604999999903,13155.604940360348,0.0006300794880538444,0.0006469363072953124,60.0,25.0
0,13155.609999999902,13155.610044565667,0.0007949658282350592,0.0007562658836587211,60.0,25.0
0,13155.614999999902,13155.615047102972,0.0008761972021627588,0.0008913784180724518,60.0,25.0
0,13155.6199999999,13155.619956586888,0.0008377322138716808,0.0008320716785295954,60.0,25.0
0,13155.6249999999,13155.624954186622,0.0006973429349618046,0.0006894458981499517,60.0,25.0
0,13155.6299999999,13155.629981105461,0.0005132622051779236,0.0005411746398070767,60.0,25.0
0,13155.634999999898,13155.634995660108,0.000344631968978927,0.00031011868629156976,60.0,25.0
0,13155.639999999898,13155.639983043053,0.00022229198713878679,0.0002188817163857613,60.0,25.0
0,13155.644999999897,13155.64503264914,0.00014744025005626108,8.81428339768909e-05,60.0,25.0
0,13155.649999999896,13155.650008574363,0.00010671414872574217,0.00010577925496070822,60.0,25.0
0,13155.654999999895,13155.65507668556,8.585614258479083e-05,0.00020080893230864277,60.0,25.0
0,13155.659999999894,13155.660089804922,7.519302269232194e-05,2.9365527720053184e-05,60.0,25.0
0,13155.664999999894,13155.665065777686,6.95040907890349e-05,9.137125447699883e-05,60.0,25.0
0,13155.669999999893,13155.670048361086,6.629686034533204e-05,1.867281173214454e-05,60.0,25.0
0,13155.674999999892,13155.675018020725,6.442569052863841e-05,0.00010791644974525024,60.0,25.0
0,13155.679999999891,13155.68000292996,6.334591851285445e-05,-1.6881472725670027e-05,60.0,25.0
0,13155.68499999989,13155.685019518396,6.277736454790415e-05,4.893636570060914e-05,60.0,25.0
0,13155.68999999989,13155.69001502817,6.256244239454769e-05,3.319694526142817e-05,60.0,25.0
0,13155.694999999889,13155.695011588785,6.26054447472075e-05,-4.512249313014199e-05,60.0,25.0
0,13155.699999999888,13155.700025731989,6.284473790639606e-05,6.219260371079008e-05,60.0,25.0
0,13155.704999999887,13155.70504494471,6.323886921471107e-05,0.00011556511423880339,60.0,25.0
