Segment Number,Wavenumber (cm-1),Wavenumber + Noise (cm-1),Alpha (ppm/cm),Alpha + Noise (ppm/cm),Pressure (Torr),Temperature (C)
0,13155.0,13154.99992118471,5.380713696253267e-05,-5.2290254621729316e-05,80.00000000000001,25.0
0,13155.005,13155.004916739981,5.507590973718755e-05,4.745275857804176e-05,80.00000000000001,25.0
0,13155.009999999998,13155.010018045676,5.723536916043694e-05,2.8016580149394613e-06,80.00000000000001,25.0
0,13155.014999999998,13155.014964294978,6.1006808513244045e-05,0.00014690444538514457,80.00000000000001,25.0
0,13155.019999999997,13155.02003132478,2.5206104937783004e-05,8.246738929657234e-05,80.00000000000001,25.0
0,13155.024999999996,13155.025061780912,3.810928521569166e-05,8.600832450796845e-05,80.00000000000001,25.0
0,13155.029999999995,13155.029992719776,6.055750749715758e-05,1.1209089369403141e-05,80.00000000000001,25.0
0,13155.034999999994,13155.03498065154,9.696214944233371e-05,4.635112268142167e-05,80.00000000000001,25.0
0,13155.039999999994,13155.039980551934,0.00014904742287128464,0.0001615626235008496,80.00000000000001,25.0
0,13155.044999999993,13155.044926677998,0.00021112313212023597,0.00013796183256306664,80.00000000000001,25.0
0,13155.049999999992,13155.050075287447,0.00026777809393524303,0.00023355125269768792,80.00000000000001,25.0
0,13155.054999999991,13155.05503883774,0.00029899727040517916,0.00028063790975042704,80.00000000000001,25.0
0,13155.05999999999,13155.05996895406,0.00029185874442977974,0.00038835373261861836,80.00000000000001,25.0
0,13155.06499999999,13155.06503119855,0.0002495758762627732,0.00026349663417337093,80.00000000000001,25.0
0,13155.069999999989,13155.069967950158,0.00018916978087120964,0.00021963701681478064,80.00000000000001,25.0
0,13155.074999999988,13155.074940298618,0.00013009720631373115,0.00013207448883496744,80.00000000000001,25.0
0,13155.079999999987,13155.080019296664,8.429210717413347e-05,9.837554162946855e-05,80.00000000000001,25.0
0,13155.084999999986,13155.084996097536,5.417751215501643e-05,4.970550764898514e-05,80.00000000000001,25.0
0,13155.089999999986,13155.089973938891,3.6525842899915095e-05,6.455971065720762e-05,80.00000000000001,25.0
0,13155.094999999985,13155.095005282454,2.6875498229071504e-05,3.3019393836668495e-05,80.00000000000001,25.0
0,13155.099999999984,13155.099976596523,2.178272326611591e-05,-0.00010342735385116186,80.00000000000001,25.0
0,13155.104999999983,13155.105040623315,1.918155004309438e-05,8.122429403238788e-05,80.00000000000001,25.0
0,13155.109999999982,13155.109810925931,1.7993310524805426e-05,5.8093005791042804e-05,80.00000000000001,25.0
0,13155.114999999982,13155.115035840003,1.769639553307761e-05,6.503485851019501e-05,80.00000000000001,25.0
0,13155.11999999998,13155.120113186407,1.8054768180507452e-05,-0.00011942170218569054,80.00000000000001,25.0
0,13155.12499999998,13155.125010268806,1.898202215620281e-05,-1.7737440558060034e-06,80.00000000000001,25.0
0,13155.12999999998,13155.130057787745,2.0483584981180436e-05,2.023879930661789e-05,80.00000000000001,25.0
0,13155.134999999978,13155.134974132618,2.2640417649168582e-05,0.00012101793393101211,80.00000000000001,25.0
0,13155.139999999978,13155.139982440507,2.5600508762958722e-05,2.829361841673076e-05,80.00000000000001,25.0
0,13155.144999999977,13155.145023205587,2.9696805715536944e-05,3.2013499902958106e-07,80.00000000000001,25.0
0,13155.149999999976,13155.149949551964,3.5421907656722275e-05,0.00010875110028224638,80.00000000000001,25.0
0,13155.154999999975,13155.1549465876,4.370507481931794e-05,0.00012503795065255406,80.00000000000001,25.0
0,13155.159999999974,13155.160074442672,5.6328016280429614e-05,1.7577429298336468e-05,80.00000000000001,25.0
0,13155.164999999974,13155.16502269704,7.684453537080693e-05,2.6928563977811213e-06,80.00000000000001,25.0
0,13155.169999999973,13155.170050548502,0.0001123048788175323,0.00012397154469124275,80.00000000000001,25.0
0,13155.174999999972,13155.175061485837,0.0001757095869890212,4.549654652424929e-05,80.00000000000001,25.0
0,13155.179999999971,13155.180047889502,0.00028741873127633664,0.00034599708608027004,80.00000000000001,25.0
0,13155.18499999997,13155.185093186734,0.00047061213604232706,0.000529963097430479,80.00000000000001,25.0
0,13155.18999999997,13155.189986463833,0.00073491540669889,0.0007609128612349973,80.00000000000001,25.0
0,13155.194999999969,13155.195096737523,0.0010511007552723422,0.0010028162707775379,80.00000000000001,25.0
0,13155.199999999968,13155.200057844593,0.001338422871071263,0.001364370595531389,80.00000000000001,25.0
0,13155.204999999967,13155.204991714683,0.001492111052322319,0.0013965747496370463,80.00000000000001,25.0
0,13155.209999999966,13155.20992481434,0.0014462741865227805,0.0015081371768667054,80.00000000000001,25.0
0,13155.214999999966,13155.215026341848,0.0012211876487404735,0.0012765521897772315,80.00000000000001,25.0
0,13155.219999999965,13155.220024750726,0.0009082572694521908,0.000850307033852777,80.00000000000001,25.0
0,13155.224999999964,13155.224993690827,0.0006080022705157272,0.0006829778594011907,80.00000000000001,25.0
0,13155.229999999963,13155.230066501168,0.0003788641548786925,0.0004106539049880054,80.00000000000001,25.0
0,13155.234999999962,13155.235049233535,0.0002298029876429773,0.0002520242881694134,80.00000000000001,25.0
